,TransactionNo,Items,DateTime,Daypart,DayType,date,time,location
6198,3097,Pastry,2016-12-13 14:32:06,Afternoon,Weekday,2016-12-13,14:32:06,Wallersdorf
6199,3097,Medialuna,2016-12-13 14:32:06,Afternoon,Weekday,2016-12-13,14:32:06,Plattling
6200,3098,Coffee,2016-12-13 14:37:45,Afternoon,Weekday,2016-12-13,14:37:45,Plattling
6201,3098,Coffee,2016-12-13 14:37:45,Afternoon,Weekday,2016-12-13,14:37:45,Wallersdorf
6202,3098,Sandwich,2016-12-13 14:37:45,Afternoon,Weekday,2016-12-13,14:37:45,Wallersdorf
6203,3099,Coffee,2016-12-13 14:51:57,Afternoon,Weekday,2016-12-13,14:51:57,Deggendorf
6204,3099,Medialuna,2016-12-13 14:51:57,Afternoon,Weekday,2016-12-13,14:51:57,Plattling
6205,3100,Coffee,2016-12-13 14:59:06,Afternoon,Weekday,2016-12-13,14:59:06,Wallersdorf
6206,3100,Pastry,2016-12-13 14:59:06,Afternoon,Weekday,2016-12-13,14:59:06,Wallersdorf
6207,3101,Muffin,2016-12-13 15:04:09,Afternoon,Weekday,2016-12-13,15:04:09,Deggendorf
6208,3101,Bread,2016-12-13 15:04:09,Afternoon,Weekday,2016-12-13,15:04:09,Wallersdorf
6209,3101,Bread,2016-12-13 15:04:09,Afternoon,Weekday,2016-12-13,15:04:09,Wallersdorf
6210,3101,Coffee,2016-12-13 15:04:09,Afternoon,Weekday,2016-12-13,15:04:09,Wallersdorf
6211,3102,Coffee,2016-12-13 15:06:37,Afternoon,Weekday,2016-12-13,15:06:37,Wallersdorf
6212,3102,Bakewell,2016-12-13 15:06:37,Afternoon,Weekday,2016-12-13,15:06:37,Deggendorf
6213,3103,Bread,2016-12-13 15:17:44,Afternoon,Weekday,2016-12-13,15:17:44,Wallersdorf
6214,3104,Coffee,2016-12-13 15:19:05,Afternoon,Weekday,2016-12-13,15:19:05,Plattling
6215,3105,Bread,2016-12-13 15:22:40,Afternoon,Weekday,2016-12-13,15:22:40,Deggendorf
6216,3106,Coffee,2016-12-13 15:40:25,Afternoon,Weekday,2016-12-13,15:40:25,Wallersdorf
6217,3106,Coffee,2016-12-13 15:40:25,Afternoon,Weekday,2016-12-13,15:40:25,Wallersdorf
6218,3106,Alfajores,2016-12-13 15:40:25,Afternoon,Weekday,2016-12-13,15:40:25,Deggendorf
6219,3107,Bread,2016-12-13 16:07:26,Afternoon,Weekday,2016-12-13,16:07:26,Wallersdorf
6220,3107,Truffles,2016-12-13 16:07:26,Afternoon,Weekday,2016-12-13,16:07:26,Deggendorf
6221,3107,Coffee,2016-12-13 16:07:26,Afternoon,Weekday,2016-12-13,16:07:26,Wallersdorf
6222,3107,Truffles,2016-12-13 16:07:26,Afternoon,Weekday,2016-12-13,16:07:26,Plattling
6223,3107,Scandinavian,2016-12-13 16:07:26,Afternoon,Weekday,2016-12-13,16:07:26,Wallersdorf
6224,3108,Tea,2016-12-13 16:26:23,Afternoon,Weekday,2016-12-13,16:26:23,Wallersdorf
6225,3108,Cake,2016-12-13 16:26:23,Afternoon,Weekday,2016-12-13,16:26:23,Plattling
6226,3109,Jam,2016-12-13 16:53:11,Afternoon,Weekday,2016-12-13,16:53:11,Wallersdorf
6227,3110,Fudge,2016-12-13 18:34:03,Evening,Weekday,2016-12-13,18:34:03,Wallersdorf
6228,3110,Jam,2016-12-13 18:34:03,Evening,Weekday,2016-12-13,18:34:03,Deggendorf
6229,3110,Jam,2016-12-13 18:34:03,Evening,Weekday,2016-12-13,18:34:03,Deggendorf
6230,3111,Bread,2016-12-14 08:43:41,Morning,Weekday,2016-12-14,08:43:41,Plattling
6231,3112,Coffee,2016-12-14 08:43:57,Morning,Weekday,2016-12-14,08:43:57,Deggendorf
6232,3113,Tea,2016-12-14 08:55:49,Morning,Weekday,2016-12-14,08:55:49,Wallersdorf
6233,3113,Coffee,2016-12-14 08:55:49,Morning,Weekday,2016-12-14,08:55:49,Wallersdorf
6234,3114,Coffee,2016-12-14 08:57:26,Morning,Weekday,2016-12-14,08:57:26,Plattling
6235,3114,Tea,2016-12-14 08:57:26,Morning,Weekday,2016-12-14,08:57:26,Plattling
6236,3114,Toast,2016-12-14 08:57:26,Morning,Weekday,2016-12-14,08:57:26,Plattling
6237,3115,Coffee,2016-12-14 09:07:29,Morning,Weekday,2016-12-14,09:07:29,Wallersdorf
6238,3116,Bread,2016-12-14 09:08:10,Morning,Weekday,2016-12-14,09:08:10,Plattling
6239,3117,Coffee,2016-12-14 09:10:47,Morning,Weekday,2016-12-14,09:10:47,Deggendorf
6240,3118,Coffee,2016-12-14 09:14:53,Morning,Weekday,2016-12-14,09:14:53,Plattling
6241,3119,Bread,2016-12-14 09:18:56,Morning,Weekday,2016-12-14,09:18:56,Deggendorf
6242,3120,Bread,2016-12-14 09:25:14,Morning,Weekday,2016-12-14,09:25:14,Wallersdorf
6243,3121,Fudge,2016-12-14 09:39:39,Morning,Weekday,2016-12-14,09:39:39,Wallersdorf
6244,3122,Coffee,2016-12-14 10:28:46,Morning,Weekday,2016-12-14,10:28:46,Deggendorf
6245,3123,Coffee,2016-12-14 10:32:43,Morning,Weekday,2016-12-14,10:32:43,Plattling
6246,3123,Tea,2016-12-14 10:32:43,Morning,Weekday,2016-12-14,10:32:43,Deggendorf
6247,3124,Coffee,2016-12-14 10:38:54,Morning,Weekday,2016-12-14,10:38:54,Plattling
6248,3124,Coffee,2016-12-14 10:38:54,Morning,Weekday,2016-12-14,10:38:54,Plattling
6249,3124,Farm House,2016-12-14 10:38:54,Morning,Weekday,2016-12-14,10:38:54,Wallersdorf
6250,3125,Medialuna,2016-12-14 10:49:17,Morning,Weekday,2016-12-14,10:49:17,Deggendorf
6251,3125,Muffin,2016-12-14 10:49:17,Morning,Weekday,2016-12-14,10:49:17,Plattling
6252,3125,Coffee,2016-12-14 10:49:17,Morning,Weekday,2016-12-14,10:49:17,Plattling
6253,3125,Juice,2016-12-14 10:49:17,Morning,Weekday,2016-12-14,10:49:17,Wallersdorf
6254,3126,Coffee,2016-12-14 10:52:57,Morning,Weekday,2016-12-14,10:52:57,Plattling
6255,3127,Coffee,2016-12-14 10:55:13,Morning,Weekday,2016-12-14,10:55:13,Plattling
6256,3127,Bread,2016-12-14 10:55:13,Morning,Weekday,2016-12-14,10:55:13,Plattling
6257,3127,Bread,2016-12-14 10:55:13,Morning,Weekday,2016-12-14,10:55:13,Deggendorf
6258,3128,Coffee,2016-12-14 11:01:38,Morning,Weekday,2016-12-14,11:01:38,Wallersdorf
6259,3128,Coffee,2016-12-14 11:01:38,Morning,Weekday,2016-12-14,11:01:38,Wallersdorf
6260,3128,Bread,2016-12-14 11:01:38,Morning,Weekday,2016-12-14,11:01:38,Wallersdorf
6261,3128,Muffin,2016-12-14 11:01:38,Morning,Weekday,2016-12-14,11:01:38,Deggendorf
6262,3129,Vegan mincepie,2016-12-14 11:11:00,Morning,Weekday,2016-12-14,11:11:00,Deggendorf
6263,3129,Coffee,2016-12-14 11:11:00,Morning,Weekday,2016-12-14,11:11:00,Wallersdorf
6264,3129,Tea,2016-12-14 11:11:00,Morning,Weekday,2016-12-14,11:11:00,Deggendorf
6265,3130,Alfajores,2016-12-14 11:15:38,Morning,Weekday,2016-12-14,11:15:38,Wallersdorf
6266,3130,Coffee,2016-12-14 11:15:38,Morning,Weekday,2016-12-14,11:15:38,Plattling
6267,3131,Coffee,2016-12-14 11:18:35,Morning,Weekday,2016-12-14,11:18:35,Wallersdorf
6268,3131,Coffee,2016-12-14 11:18:35,Morning,Weekday,2016-12-14,11:18:35,Wallersdorf
6269,3131,Medialuna,2016-12-14 11:18:35,Morning,Weekday,2016-12-14,11:18:35,Deggendorf
6270,3133,Bread,2016-12-14 11:33:23,Morning,Weekday,2016-12-14,11:33:23,Deggendorf
6271,3133,Tea,2016-12-14 11:33:23,Morning,Weekday,2016-12-14,11:33:23,Wallersdorf
6272,3134,Coffee,2016-12-14 11:34:36,Morning,Weekday,2016-12-14,11:34:36,Deggendorf
6273,3135,Coffee,2016-12-14 11:46:29,Morning,Weekday,2016-12-14,11:46:29,Wallersdorf
6274,3136,Bread,2016-12-14 11:53:10,Morning,Weekday,2016-12-14,11:53:10,Plattling
6275,3136,Pastry,2016-12-14 11:53:10,Morning,Weekday,2016-12-14,11:53:10,Deggendorf
6276,3137,Bread,2016-12-14 12:00:39,Afternoon,Weekday,2016-12-14,12:00:39,Wallersdorf
6277,3138,Farm House,2016-12-14 12:02:26,Afternoon,Weekday,2016-12-14,12:02:26,Wallersdorf
6278,3139,Bread,2016-12-14 12:11:52,Afternoon,Weekday,2016-12-14,12:11:52,Deggendorf
6279,3139,Alfajores,2016-12-14 12:11:52,Afternoon,Weekday,2016-12-14,12:11:52,Deggendorf
6280,3141,Coffee,2016-12-14 12:34:49,Afternoon,Weekday,2016-12-14,12:34:49,Wallersdorf
6281,3142,Jam,2016-12-14 12:38:52,Afternoon,Weekday,2016-12-14,12:38:52,Plattling
6282,3143,Coffee,2016-12-14 12:40:15,Afternoon,Weekday,2016-12-14,12:40:15,Wallersdorf
6283,3144,Pastry,2016-12-14 12:41:11,Afternoon,Weekday,2016-12-14,12:41:11,Wallersdorf
6284,3145,Tea,2016-12-14 12:42:07,Afternoon,Weekday,2016-12-14,12:42:07,Plattling
6285,3146,Coffee,2016-12-14 12:49:29,Afternoon,Weekday,2016-12-14,12:49:29,Plattling
6286,3146,Coffee,2016-12-14 12:49:29,Afternoon,Weekday,2016-12-14,12:49:29,Wallersdorf
6287,3147,Coffee,2016-12-14 13:07:33,Afternoon,Weekday,2016-12-14,13:07:33,Plattling
6288,3147,Toast,2016-12-14 13:07:33,Afternoon,Weekday,2016-12-14,13:07:33,Plattling
6289,3148,Coffee,2016-12-14 13:08:06,Afternoon,Weekday,2016-12-14,13:08:06,Deggendorf
6290,3149,Coke,2016-12-14 13:13:11,Afternoon,Weekday,2016-12-14,13:13:11,Wallersdorf
6291,3149,Truffles,2016-12-14 13:13:11,Afternoon,Weekday,2016-12-14,13:13:11,Plattling
6292,3150,Sandwich,2016-12-14 13:14:30,Afternoon,Weekday,2016-12-14,13:14:30,Deggendorf
6293,3150,Tea,2016-12-14 13:14:30,Afternoon,Weekday,2016-12-14,13:14:30,Deggendorf
6294,3150,Coffee,2016-12-14 13:14:30,Afternoon,Weekday,2016-12-14,13:14:30,Wallersdorf
6295,3151,Tea,2016-12-14 13:16:41,Afternoon,Weekday,2016-12-14,13:16:41,Plattling
6296,3152,Coke,2016-12-14 13:36:49,Afternoon,Weekday,2016-12-14,13:36:49,Deggendorf
6297,3153,Bread,2016-12-14 13:59:39,Afternoon,Weekday,2016-12-14,13:59:39,Deggendorf
6298,3153,Sandwich,2016-12-14 13:59:39,Afternoon,Weekday,2016-12-14,13:59:39,Plattling
6299,3153,Bread,2016-12-14 13:59:39,Afternoon,Weekday,2016-12-14,13:59:39,Deggendorf
6300,3154,Juice,2016-12-14 14:01:14,Afternoon,Weekday,2016-12-14,14:01:14,Wallersdorf
6301,3154,Bread,2016-12-14 14:01:14,Afternoon,Weekday,2016-12-14,14:01:14,Wallersdorf
6302,3154,Art Tray,2016-12-14 14:01:14,Afternoon,Weekday,2016-12-14,14:01:14,Deggendorf
6303,3154,Toast,2016-12-14 14:01:14,Afternoon,Weekday,2016-12-14,14:01:14,Wallersdorf
6304,3155,Tea,2016-12-14 14:49:16,Afternoon,Weekday,2016-12-14,14:49:16,Wallersdorf
6305,3155,Bread,2016-12-14 14:49:16,Afternoon,Weekday,2016-12-14,14:49:16,Deggendorf
6306,3156,Coffee,2016-12-14 15:13:08,Afternoon,Weekday,2016-12-14,15:13:08,Deggendorf
6307,3156,Alfajores,2016-12-14 15:13:08,Afternoon,Weekday,2016-12-14,15:13:08,Plattling
6308,3157,Hot chocolate,2016-12-14 15:18:35,Afternoon,Weekday,2016-12-14,15:18:35,Wallersdorf
6309,3157,Hot chocolate,2016-12-14 15:18:35,Afternoon,Weekday,2016-12-14,15:18:35,Deggendorf
6310,3157,Toast,2016-12-14 15:18:35,Afternoon,Weekday,2016-12-14,15:18:35,Deggendorf
6311,3157,Pastry,2016-12-14 15:18:35,Afternoon,Weekday,2016-12-14,15:18:35,Deggendorf
6312,3158,Sandwich,2016-12-14 15:33:41,Afternoon,Weekday,2016-12-14,15:33:41,Wallersdorf
6313,3158,Tea,2016-12-14 15:33:41,Afternoon,Weekday,2016-12-14,15:33:41,Wallersdorf
6314,3158,Juice,2016-12-14 15:33:41,Afternoon,Weekday,2016-12-14,15:33:41,Wallersdorf
6315,3158,Vegan mincepie,2016-12-14 15:33:41,Afternoon,Weekday,2016-12-14,15:33:41,Wallersdorf
6316,3159,Bread,2016-12-14 15:34:42,Afternoon,Weekday,2016-12-14,15:34:42,Wallersdorf
6317,3160,Alfajores,2016-12-14 15:38:44,Afternoon,Weekday,2016-12-14,15:38:44,Wallersdorf
6318,3160,Muffin,2016-12-14 15:38:44,Afternoon,Weekday,2016-12-14,15:38:44,Deggendorf
6319,3161,Coffee,2016-12-14 15:41:10,Afternoon,Weekday,2016-12-14,15:41:10,Wallersdorf
6320,3161,Jammie Dodgers,2016-12-14 15:41:10,Afternoon,Weekday,2016-12-14,15:41:10,Wallersdorf
6321,3162,Jammie Dodgers,2016-12-14 15:45:04,Afternoon,Weekday,2016-12-14,15:45:04,Plattling
6322,3162,Bread,2016-12-14 15:45:04,Afternoon,Weekday,2016-12-14,15:45:04,Deggendorf
6323,3163,Tea,2016-12-14 15:57:54,Afternoon,Weekday,2016-12-14,15:57:54,Deggendorf
6324,3163,Coffee,2016-12-14 15:57:54,Afternoon,Weekday,2016-12-14,15:57:54,Plattling
6325,3163,Jammie Dodgers,2016-12-14 15:57:54,Afternoon,Weekday,2016-12-14,15:57:54,Wallersdorf
6326,3163,Cake,2016-12-14 15:57:54,Afternoon,Weekday,2016-12-14,15:57:54,Plattling
6327,3163,Bread,2016-12-14 15:57:54,Afternoon,Weekday,2016-12-14,15:57:54,Deggendorf
6328,3164,Coffee,2016-12-15 08:45:35,Morning,Weekday,2016-12-15,08:45:35,Wallersdorf
6329,3164,Coffee,2016-12-15 08:45:35,Morning,Weekday,2016-12-15,08:45:35,Plattling
6330,3165,Bread,2016-12-15 08:48:05,Morning,Weekday,2016-12-15,08:48:05,Wallersdorf
6331,3165,Pastry,2016-12-15 08:48:05,Morning,Weekday,2016-12-15,08:48:05,Plattling
6332,3165,Medialuna,2016-12-15 08:48:05,Morning,Weekday,2016-12-15,08:48:05,Deggendorf
6333,3166,Alfajores,2016-12-15 08:58:26,Morning,Weekday,2016-12-15,08:58:26,Wallersdorf
6334,3166,Pastry,2016-12-15 08:58:26,Morning,Weekday,2016-12-15,08:58:26,Deggendorf
6335,3167,Medialuna,2016-12-15 09:08:14,Morning,Weekday,2016-12-15,09:08:14,Deggendorf
6336,3167,Toast,2016-12-15 09:08:14,Morning,Weekday,2016-12-15,09:08:14,Deggendorf
6337,3167,Coffee,2016-12-15 09:08:14,Morning,Weekday,2016-12-15,09:08:14,Wallersdorf
6338,3168,Bread,2016-12-15 09:15:23,Morning,Weekday,2016-12-15,09:15:23,Deggendorf
6339,3168,Tea,2016-12-15 09:15:23,Morning,Weekday,2016-12-15,09:15:23,Wallersdorf
6340,3168,Pastry,2016-12-15 09:15:23,Morning,Weekday,2016-12-15,09:15:23,Plattling
6341,3169,Bread,2016-12-15 09:25:55,Morning,Weekday,2016-12-15,09:25:55,Deggendorf
6342,3170,Coffee,2016-12-15 09:31:22,Morning,Weekday,2016-12-15,09:31:22,Plattling
6343,3171,Bread,2016-12-15 09:35:15,Morning,Weekday,2016-12-15,09:35:15,Plattling
6344,3171,Hot chocolate,2016-12-15 09:35:15,Morning,Weekday,2016-12-15,09:35:15,Deggendorf
6345,3172,Bread,2016-12-15 10:11:53,Morning,Weekday,2016-12-15,10:11:53,Deggendorf
6346,3173,Pastry,2016-12-15 10:15:15,Morning,Weekday,2016-12-15,10:15:15,Deggendorf
6347,3174,Coffee,2016-12-15 10:27:01,Morning,Weekday,2016-12-15,10:27:01,Deggendorf
6348,3174,Coffee,2016-12-15 10:27:01,Morning,Weekday,2016-12-15,10:27:01,Wallersdorf
6349,3175,Bread,2016-12-15 10:31:54,Morning,Weekday,2016-12-15,10:31:54,Wallersdorf
6350,3176,Coffee,2016-12-15 10:49:06,Morning,Weekday,2016-12-15,10:49:06,Deggendorf
6351,3176,Hot chocolate,2016-12-15 10:49:06,Morning,Weekday,2016-12-15,10:49:06,Plattling
6352,3177,Farm House,2016-12-15 10:50:39,Morning,Weekday,2016-12-15,10:50:39,Plattling
6353,3178,Coffee,2016-12-15 10:54:10,Morning,Weekday,2016-12-15,10:54:10,Plattling
6354,3179,Coffee,2016-12-15 11:00:14,Morning,Weekday,2016-12-15,11:00:14,Wallersdorf
6355,3179,Coffee,2016-12-15 11:00:14,Morning,Weekday,2016-12-15,11:00:14,Deggendorf
6356,3180,Coffee,2016-12-15 11:03:43,Morning,Weekday,2016-12-15,11:03:43,Plattling
6357,3181,Dulce de Leche,2016-12-15 11:04:15,Morning,Weekday,2016-12-15,11:04:15,Deggendorf
6358,3182,Pastry,2016-12-15 11:24:12,Morning,Weekday,2016-12-15,11:24:12,Deggendorf
6359,3182,Farm House,2016-12-15 11:24:12,Morning,Weekday,2016-12-15,11:24:12,Deggendorf
6360,3183,Bread,2016-12-15 11:26:29,Morning,Weekday,2016-12-15,11:26:29,Wallersdorf
6361,3183,Vegan mincepie,2016-12-15 11:26:29,Morning,Weekday,2016-12-15,11:26:29,Deggendorf
6362,3183,Bread,2016-12-15 11:26:29,Morning,Weekday,2016-12-15,11:26:29,Plattling
6363,3184,Bread,2016-12-15 11:28:21,Morning,Weekday,2016-12-15,11:28:21,Wallersdorf
6364,3185,Coffee,2016-12-15 11:40:20,Morning,Weekday,2016-12-15,11:40:20,Plattling
6365,3185,Hot chocolate,2016-12-15 11:40:20,Morning,Weekday,2016-12-15,11:40:20,Plattling
6366,3185,Pastry,2016-12-15 11:40:20,Morning,Weekday,2016-12-15,11:40:20,Plattling
6367,3186,Coffee,2016-12-15 12:04:56,Afternoon,Weekday,2016-12-15,12:04:56,Deggendorf
6368,3186,Vegan mincepie,2016-12-15 12:04:56,Afternoon,Weekday,2016-12-15,12:04:56,Wallersdorf
6369,3186,Pastry,2016-12-15 12:04:56,Afternoon,Weekday,2016-12-15,12:04:56,Plattling
6370,3187,Bread,2016-12-15 12:09:32,Afternoon,Weekday,2016-12-15,12:09:32,Wallersdorf
6371,3188,Bread,2016-12-15 12:30:24,Afternoon,Weekday,2016-12-15,12:30:24,Wallersdorf
6372,3188,Bread,2016-12-15 12:30:24,Afternoon,Weekday,2016-12-15,12:30:24,Deggendorf
6373,3189,Coffee,2016-12-15 12:32:00,Afternoon,Weekday,2016-12-15,12:32:00,Wallersdorf
6374,3189,Hot chocolate,2016-12-15 12:32:00,Afternoon,Weekday,2016-12-15,12:32:00,Plattling
6375,3190,Bread,2016-12-15 12:33:54,Afternoon,Weekday,2016-12-15,12:33:54,Wallersdorf
6376,3190,Sandwich,2016-12-15 12:33:54,Afternoon,Weekday,2016-12-15,12:33:54,Wallersdorf
6377,3190,Coffee,2016-12-15 12:33:54,Afternoon,Weekday,2016-12-15,12:33:54,Wallersdorf
6378,3191,Bread,2016-12-15 12:54:03,Afternoon,Weekday,2016-12-15,12:54:03,Deggendorf
6379,3192,Coffee,2016-12-15 12:58:19,Afternoon,Weekday,2016-12-15,12:58:19,Wallersdorf
6380,3192,Coffee,2016-12-15 12:58:19,Afternoon,Weekday,2016-12-15,12:58:19,Deggendorf
6381,3192,Hot chocolate,2016-12-15 12:58:19,Afternoon,Weekday,2016-12-15,12:58:19,Plattling
6382,3193,Coffee,2016-12-15 13:00:21,Afternoon,Weekday,2016-12-15,13:00:21,Wallersdorf
6383,3194,Coffee,2016-12-15 13:00:43,Afternoon,Weekday,2016-12-15,13:00:43,Wallersdorf
6384,3195,Sandwich,2016-12-15 13:04:16,Afternoon,Weekday,2016-12-15,13:04:16,Deggendorf
6385,3195,Coke,2016-12-15 13:04:16,Afternoon,Weekday,2016-12-15,13:04:16,Wallersdorf
6386,3196,Coffee,2016-12-15 13:13:39,Afternoon,Weekday,2016-12-15,13:13:39,Wallersdorf
6387,3197,Coffee,2016-12-15 13:23:10,Afternoon,Weekday,2016-12-15,13:23:10,Deggendorf
6388,3197,Bread,2016-12-15 13:23:10,Afternoon,Weekday,2016-12-15,13:23:10,Wallersdorf
6389,3198,Bread,2016-12-15 13:25:15,Afternoon,Weekday,2016-12-15,13:25:15,Wallersdorf
6390,3199,Coffee,2016-12-15 13:54:32,Afternoon,Weekday,2016-12-15,13:54:32,Deggendorf
6391,3200,Coffee,2016-12-15 13:55:06,Afternoon,Weekday,2016-12-15,13:55:06,Deggendorf
6392,3200,Coffee,2016-12-15 13:55:06,Afternoon,Weekday,2016-12-15,13:55:06,Deggendorf
6393,3201,Coffee,2016-12-15 13:58:33,Afternoon,Weekday,2016-12-15,13:58:33,Wallersdorf
6394,3201,Fudge,2016-12-15 13:58:33,Afternoon,Weekday,2016-12-15,13:58:33,Plattling
6395,3202,Coffee,2016-12-15 14:02:14,Afternoon,Weekday,2016-12-15,14:02:14,Deggendorf
6396,3202,Sandwich,2016-12-15 14:02:14,Afternoon,Weekday,2016-12-15,14:02:14,Wallersdorf
6397,3202,Tea,2016-12-15 14:02:14,Afternoon,Weekday,2016-12-15,14:02:14,Deggendorf
6398,3202,Bread,2016-12-15 14:02:14,Afternoon,Weekday,2016-12-15,14:02:14,Plattling
6399,3203,Coffee,2016-12-15 14:20:56,Afternoon,Weekday,2016-12-15,14:20:56,Wallersdorf
6400,3203,Coffee,2016-12-15 14:20:56,Afternoon,Weekday,2016-12-15,14:20:56,Plattling
6401,3203,Sandwich,2016-12-15 14:20:56,Afternoon,Weekday,2016-12-15,14:20:56,Deggendorf
6402,3204,Bread,2016-12-15 14:31:07,Afternoon,Weekday,2016-12-15,14:31:07,Deggendorf
6403,3205,Bread,2016-12-15 14:32:15,Afternoon,Weekday,2016-12-15,14:32:15,Deggendorf
6404,3205,Coffee,2016-12-15 14:32:15,Afternoon,Weekday,2016-12-15,14:32:15,Plattling
6405,3206,Coffee,2016-12-15 14:47:06,Afternoon,Weekday,2016-12-15,14:47:06,Plattling
6406,3206,Coffee,2016-12-15 14:47:06,Afternoon,Weekday,2016-12-15,14:47:06,Deggendorf
6407,3206,Hot chocolate,2016-12-15 14:47:06,Afternoon,Weekday,2016-12-15,14:47:06,Deggendorf
6408,3207,Fudge,2016-12-15 14:58:39,Afternoon,Weekday,2016-12-15,14:58:39,Plattling
6409,3208,Coffee,2016-12-15 15:25:58,Afternoon,Weekday,2016-12-15,15:25:58,Deggendorf
6410,3209,Coffee,2016-12-15 15:36:45,Afternoon,Weekday,2016-12-15,15:36:45,Wallersdorf
6411,3209,Bread,2016-12-15 15:36:45,Afternoon,Weekday,2016-12-15,15:36:45,Wallersdorf
6412,3210,Bread,2016-12-15 15:50:38,Afternoon,Weekday,2016-12-15,15:50:38,Deggendorf
6413,3210,Bread,2016-12-15 15:50:38,Afternoon,Weekday,2016-12-15,15:50:38,Wallersdorf
6414,3211,Cookies,2016-12-15 16:15:08,Afternoon,Weekday,2016-12-15,16:15:08,Plattling
6415,3212,Bread,2016-12-15 16:21:38,Afternoon,Weekday,2016-12-15,16:21:38,Plattling
6416,3213,Coffee,2016-12-15 16:44:47,Afternoon,Weekday,2016-12-15,16:44:47,Plattling
6417,3213,Bread,2016-12-15 16:44:47,Afternoon,Weekday,2016-12-15,16:44:47,Wallersdorf
6418,3213,Bread,2016-12-15 16:44:47,Afternoon,Weekday,2016-12-15,16:44:47,Wallersdorf
6419,3213,Alfajores,2016-12-15 16:44:47,Afternoon,Weekday,2016-12-15,16:44:47,Deggendorf
6420,3214,Tea,2016-12-15 16:49:16,Afternoon,Weekday,2016-12-15,16:49:16,Plattling
6421,3215,Bare Popcorn,2016-12-15 17:28:55,Evening,Weekday,2016-12-15,17:28:55,Wallersdorf
6422,3215,Ella's Kitchen Pouches,2016-12-15 17:28:55,Evening,Weekday,2016-12-15,17:28:55,Plattling
6423,3216,Farm House,2016-12-15 18:41:21,Evening,Weekday,2016-12-15,18:41:21,Plattling
6424,3217,Bread,2016-12-15 18:43:39,Evening,Weekday,2016-12-15,18:43:39,Deggendorf
6425,3217,Fudge,2016-12-15 18:43:39,Evening,Weekday,2016-12-15,18:43:39,Plattling
6426,3217,Pastry,2016-12-15 18:43:39,Evening,Weekday,2016-12-15,18:43:39,Wallersdorf
6427,3218,Hot chocolate,2016-12-15 19:03:12,Evening,Weekday,2016-12-15,19:03:12,Plattling
6428,3219,Tea,2016-12-15 19:04:29,Evening,Weekday,2016-12-15,19:04:29,Deggendorf
6429,3219,Vegan mincepie,2016-12-15 19:04:29,Evening,Weekday,2016-12-15,19:04:29,Wallersdorf
6430,3219,Jammie Dodgers,2016-12-15 19:04:29,Evening,Weekday,2016-12-15,19:04:29,Plattling
6431,3219,Coffee,2016-12-15 19:04:29,Evening,Weekday,2016-12-15,19:04:29,Wallersdorf
6432,3219,Medialuna,2016-12-15 19:04:29,Evening,Weekday,2016-12-15,19:04:29,Wallersdorf
6433,3220,Coffee,2016-12-15 19:05:46,Evening,Weekday,2016-12-15,19:05:46,Plattling
6434,3221,Hot chocolate,2016-12-15 19:17:17,Evening,Weekday,2016-12-15,19:17:17,Deggendorf
6435,3221,Coffee,2016-12-15 19:17:17,Evening,Weekday,2016-12-15,19:17:17,Deggendorf
6436,3222,Bread,2016-12-15 19:25:50,Evening,Weekday,2016-12-15,19:25:50,Wallersdorf
6437,3223,Vegan mincepie,2016-12-15 20:11:01,Evening,Weekday,2016-12-15,20:11:01,Deggendorf
6438,3224,Medialuna,2016-12-16 08:16:44,Morning,Weekday,2016-12-16,08:16:44,Deggendorf
6439,3224,Dulce de Leche,2016-12-16 08:16:44,Morning,Weekday,2016-12-16,08:16:44,Plattling
6440,3225,Muesli,2016-12-16 08:55:42,Morning,Weekday,2016-12-16,08:55:42,Plattling
6441,3226,Muesli,2016-12-16 08:56:35,Morning,Weekday,2016-12-16,08:56:35,Plattling
6442,3227,Coffee,2016-12-16 09:01:04,Morning,Weekday,2016-12-16,09:01:04,Plattling
6443,3227,Jam,2016-12-16 09:01:04,Morning,Weekday,2016-12-16,09:01:04,Deggendorf
6444,3227,Jam,2016-12-16 09:01:04,Morning,Weekday,2016-12-16,09:01:04,Deggendorf
6445,3228,Bread,2016-12-16 09:12:41,Morning,Weekday,2016-12-16,09:12:41,Plattling
6446,3228,Toast,2016-12-16 09:12:41,Morning,Weekday,2016-12-16,09:12:41,Deggendorf
6447,3229,Bread,2016-12-16 09:13:25,Morning,Weekday,2016-12-16,09:13:25,Wallersdorf
6448,3229,Toast,2016-12-16 09:13:25,Morning,Weekday,2016-12-16,09:13:25,Deggendorf
6449,3230,Coffee,2016-12-16 09:16:08,Morning,Weekday,2016-12-16,09:16:08,Deggendorf
6450,3231,Jammie Dodgers,2016-12-16 09:19:28,Morning,Weekday,2016-12-16,09:19:28,Deggendorf
6451,3231,Vegan mincepie,2016-12-16 09:19:28,Morning,Weekday,2016-12-16,09:19:28,Wallersdorf
6452,3232,Coffee,2016-12-16 09:37:48,Morning,Weekday,2016-12-16,09:37:48,Deggendorf
6453,3233,Bread,2016-12-16 09:38:27,Morning,Weekday,2016-12-16,09:38:27,Wallersdorf
6454,3234,Coffee,2016-12-16 09:39:46,Morning,Weekday,2016-12-16,09:39:46,Wallersdorf
6455,3234,Coffee,2016-12-16 09:39:46,Morning,Weekday,2016-12-16,09:39:46,Deggendorf
